age,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
28,1.4,93.918,-42.7,4.962,5228.1
40,1.4,93.444,-36.1,4.962,5228.1
38,1.1,93.994,-36.4,4.857,5191.0
39,-1.1,94.199,-37.5,0.884,4963.6
35,1.1,93.994,-36.4,4.855,5191.0
41,-1.8,92.893,-46.2,1.354,5099.1
75,-1.8,93.749,-34.6,0.642,5008.7
41,-1.8,92.893,-46.2,1.291,5099.1
45,1.4,94.465,-41.8,4.866,5228.1
80,-1.8,93.075,-47.1,1.4,5099.1
33,-1.8,92.893,-46.2,1.299,5099.1
29,1.4,94.465,-41.8,4.967,5228.1
59,1.4,94.465,-41.8,4.864,5228.1
39,-1.8,92.893,-46.2,1.344,5099.1
36,-1.8,92.893,-46.2,1.264,5099.1
45,-1.8,92.893,-46.2,1.281,5099.1
56,1.1,93.994,-36.4,4.86,5191.0
42,1.1,93.994,-36.4,4.857,5191.0
28,-1.8,92.893,-46.2,1.334,5099.1
25,1.4,93.918,-42.7,4.957,5228.1
31,1.4,94.465,-41.8,4.962,5228.1
45,1.4,94.465,-41.8,4.864,5228.1
34,-1.8,92.893,-46.2,1.327,5099.1
36,-1.8,92.893,-46.2,1.291,5099.1
36,-1.8,92.893,-46.2,1.291,5099.1
57,-2.9,92.469,-33.6,1.059,5076.2
88,-2.9,92.201,-31.4,0.873,5076.2
32,1.4,93.918,-42.7,4.961,5228.1
39,-1.8,92.893,-46.2,1.299,5099.1
55,1.4,93.444,-36.1,4.965,5228.1
46,1.1,93.994,-36.4,4.856,5191.0
82,-1.8,93.876,-40.0,0.682,5008.7
49,1.1,93.994,-36.4,4.856,5191.0
29,1.4,93.444,-36.1,4.964,5228.1
39,-0.1,93.2,-42.0,4.12,5195.8
39,1.4,93.444,-36.1,4.97,5228.1
44,1.4,93.444,-36.1,4.967,5228.1
47,1.4,94.465,-41.8,4.96,5228.1
27,1.4,94.465,-41.8,4.864,5228.1
33,1.4,94.465,-41.8,4.958,5228.1
42,-1.8,92.893,-46.2,1.244,5099.1
34,1.1,93.994,-36.4,4.857,5191.0
35,1.1,93.994,-36.4,4.856,5191.0
34,1.4,93.918,-42.7,4.957,5228.1
40,1.4,94.465,-41.8,4.961,5228.1
50,1.4,93.918,-42.7,4.96,5228.1
34,-1.7,94.055,-39.8,0.704,4991.6
51,1.4,93.918,-42.7,4.961,5228.1
78,-1.8,93.876,-40.0,0.682,5008.7
33,1.4,93.444,-36.1,4.97,5228.1
52,1.4,93.444,-36.1,4.964,5228.1
38,-1.8,92.893,-46.2,1.313,5099.1
33,1.4,93.444,-36.1,4.963,5228.1
41,-1.8,92.893,-46.2,1.327,5099.1
44,1.4,93.444,-36.1,4.963,5228.1
28,1.4,94.465,-41.8,4.865,5228.1
33,1.4,93.444,-36.1,4.963,5228.1
33,-1.8,92.893,-46.2,1.266,5099.1
39,-1.8,92.893,-46.2,1.334,5099.1
45,1.4,93.444,-36.1,4.964,5228.1
65,-1.8,92.893,-46.2,1.266,5099.1
27,1.4,93.918,-42.7,4.958,5228.1
30,1.4,93.444,-36.1,4.965,5228.1
35,1.4,93.444,-36.1,4.963,5228.1
43,1.1,93.994,-36.4,4.86,5191.0
32,1.4,93.918,-42.7,4.957,5228.1
46,1.1,93.994,-36.4,4.855,5191.0
57,-0.1,93.2,-42.0,4.191,5195.8
50,1.4,93.918,-42.7,4.961,5228.1
54,1.4,93.444,-36.1,4.966,5228.1
40,-0.1,93.2,-42.0,4.12,5195.8
43,1.4,94.465,-41.8,4.864,5228.1
35,-1.8,93.075,-47.1,1.445,5099.1
34,1.1,93.994,-36.4,4.856,5191.0
49,1.4,94.465,-41.8,4.967,5228.1
52,-1.8,92.893,-46.2,1.281,5099.1
51,1.4,93.444,-36.1,4.964,5228.1
30,-1.8,92.893,-46.2,1.244,5099.1
57,-0.1,93.2,-42.0,4.021,5195.8
40,-1.8,93.075,-47.1,1.466,5099.1
56,1.1,93.994,-36.4,4.857,5191.0
34,-1.1,94.199,-37.5,0.886,4963.6
39,-1.1,94.601,-49.5,0.972,4963.6
61,-3.4,92.431,-26.9,0.73,5017.5
41,-0.1,93.2,-42.0,4.076,5195.8
31,1.1,93.994,-36.4,4.855,5191.0
45,1.4,93.918,-42.7,4.968,5228.1
33,-1.8,93.075,-47.1,1.405,5099.1
31,-1.8,93.075,-47.1,1.405,5099.1
45,1.1,93.994,-36.4,4.859,5191.0
29,-0.1,93.2,-42.0,4.12,5195.8
48,1.4,93.918,-42.7,4.961,5228.1
53,1.1,93.994,-36.4,4.857,5191.0
31,1.4,93.444,-36.1,4.963,5228.1
31,1.4,93.918,-42.7,4.961,5228.1
42,1.4,94.465,-41.8,4.866,5228.1
24,1.1,93.994,-36.4,4.86,5191.0
34,1.1,93.994,-36.4,4.864,5191.0
44,-0.1,93.2,-42.0,4.191,5195.8
29,1.4,94.465,-41.8,4.959,5228.1
31,1.4,93.444,-36.1,4.966,5228.1
28,1.4,94.465,-41.8,4.967,5228.1
24,-2.9,92.963,-40.8,1.26,5076.2
42,1.4,93.918,-42.7,4.968,5228.1
51,-0.1,93.2,-42.0,4.191,5195.8
45,-2.9,92.201,-31.4,0.825,5076.2
31,1.4,93.918,-42.7,4.962,5228.1
56,1.4,94.465,-41.8,4.864,5228.1
38,1.1,93.994,-36.4,4.859,5191.0
35,-0.1,93.2,-42.0,4.12,5195.8
37,1.1,93.994,-36.4,4.856,5191.0
34,-1.8,93.369,-34.8,0.652,5008.7
29,-1.8,92.893,-46.2,1.299,5099.1
54,-1.8,93.075,-47.1,1.41,5099.1
26,1.4,94.465,-41.8,4.961,5228.1
29,-3.4,92.379,-29.8,0.781,5017.5
48,-1.8,92.893,-46.2,1.313,5099.1
36,-1.8,93.075,-47.1,1.435,5099.1
44,1.4,94.465,-41.8,4.959,5228.1
27,-1.8,92.893,-46.2,1.327,5099.1
44,1.4,94.465,-41.8,4.959,5228.1
45,1.4,93.918,-42.7,4.966,5228.1
27,1.4,93.918,-42.7,4.968,5228.1
32,-1.8,92.893,-46.2,1.266,5099.1
41,1.4,94.465,-41.8,4.961,5228.1
29,1.4,93.444,-36.1,4.964,5228.1
37,1.1,93.994,-36.4,4.86,5191.0
33,-1.8,92.893,-46.2,1.313,5099.1
38,-0.1,93.2,-42.0,4.12,5195.8
60,1.4,93.918,-42.7,4.961,5228.1
33,1.4,93.918,-42.7,4.958,5228.1
52,1.1,93.994,-36.4,4.856,5191.0
34,-1.8,92.893,-46.2,1.25,5099.1
30,1.4,93.918,-42.7,4.963,5228.1
54,1.1,93.994,-36.4,4.855,5191.0
35,1.4,94.465,-41.8,4.961,5228.1
26,-1.8,92.893,-46.2,1.264,5099.1
32,1.1,93.994,-36.4,4.859,5191.0
28,1.4,94.465,-41.8,4.959,5228.1
36,-2.9,92.963,-40.8,1.099,5076.2
23,1.1,93.994,-36.4,4.864,5191.0
28,-2.9,92.201,-31.4,0.861,5076.2
51,1.4,93.444,-36.1,4.964,5228.1
36,1.4,93.918,-42.7,4.968,5228.1
36,1.4,93.918,-42.7,4.963,5228.1
33,-1.8,92.893,-46.2,1.354,5099.1
28,1.4,93.918,-42.7,4.968,5228.1
33,-1.8,92.893,-46.2,1.244,5099.1
45,-1.8,93.075,-47.1,1.41,5099.1
36,1.4,94.465,-41.8,4.962,5228.1
36,1.1,93.994,-36.4,4.86,5191.0
34,-2.9,92.201,-31.4,0.873,5076.2
50,1.4,93.918,-42.7,4.962,5228.1
58,-0.1,93.2,-42.0,4.021,5195.8
27,-1.8,92.893,-46.2,1.259,5099.1
39,1.4,93.444,-36.1,4.966,5228.1
54,-1.8,92.893,-46.2,1.344,5099.1
44,1.1,93.994,-36.4,4.856,5191.0
36,1.4,93.444,-36.1,4.964,5228.1
50,-0.1,93.2,-42.0,4.12,5195.8
21,-1.7,94.215,-40.3,0.81,4991.6
48,1.4,94.465,-41.8,4.959,5228.1
47,-2.9,92.201,-31.4,0.843,5076.2
36,-0.1,93.2,-42.0,4.12,5195.8
37,-1.8,93.075,-47.1,1.479,5099.1
58,1.4,93.444,-36.1,4.963,5228.1
56,-0.1,93.2,-42.0,4.153,5195.8
31,1.1,93.994,-36.4,4.856,5191.0
29,1.4,93.918,-42.7,4.962,5228.1
39,1.1,93.994,-36.4,4.856,5191.0
58,1.4,93.918,-42.7,4.961,5228.1
50,1.4,93.918,-42.7,4.961,5228.1
35,1.4,93.444,-36.1,4.964,5228.1
42,1.4,94.465,-41.8,4.959,5228.1
34,-1.8,92.893,-46.2,1.313,5099.1
47,-1.8,92.893,-46.2,1.327,5099.1
37,-3.4,92.649,-30.1,0.722,5017.5
59,-3.4,92.379,-29.8,0.797,5017.5
32,-2.9,92.201,-31.4,0.884,5076.2
39,1.1,93.994,-36.4,4.855,5191.0
45,1.1,93.994,-36.4,4.857,5191.0
34,1.4,93.444,-36.1,4.963,5228.1
52,1.1,93.994,-36.4,4.857,5191.0
29,1.4,93.444,-36.1,4.963,5228.1
30,1.1,93.994,-36.4,4.86,5191.0
33,1.4,94.465,-41.8,4.959,5228.1
40,-0.1,93.2,-42.0,4.191,5195.8
54,1.4,93.918,-42.7,4.963,5228.1
39,1.4,94.465,-41.8,4.865,5228.1
55,1.4,93.918,-42.7,4.962,5228.1
26,-1.8,92.893,-46.2,1.266,5099.1
39,1.1,93.994,-36.4,4.856,5191.0
26,-1.1,94.199,-37.5,0.878,4963.6
45,-1.8,92.893,-46.2,1.299,5099.1
33,1.4,94.465,-41.8,4.961,5228.1
46,-0.1,93.2,-42.0,4.153,5195.8
33,1.4,93.918,-42.7,4.962,5228.1
43,-2.9,92.963,-40.8,1.252,5076.2
49,1.4,94.465,-41.8,4.866,5228.1
35,-0.1,93.2,-42.0,4.021,5195.8
47,-1.7,94.027,-38.3,0.9,4991.6
48,-0.1,93.2,-42.0,4.153,5195.8
54,-0.1,93.2,-42.0,4.153,5195.8
32,-1.8,93.075,-47.1,1.405,5099.1
48,1.4,94.465,-41.8,4.961,5228.1
34,1.1,93.994,-36.4,4.856,5191.0
35,1.4,93.444,-36.1,4.966,5228.1
31,-1.8,92.893,-46.2,1.313,5099.1
40,1.4,93.444,-36.1,4.966,5228.1
35,1.1,93.994,-36.4,4.856,5191.0
31,-1.8,92.893,-46.2,1.299,5099.1
31,1.4,93.918,-42.7,4.963,5228.1
50,1.1,93.994,-36.4,4.857,5191.0
34,-1.8,93.075,-47.1,1.405,5099.1
34,-0.1,93.2,-42.0,4.021,5195.8
47,1.1,93.994,-36.4,4.858,5191.0
62,-1.8,93.369,-34.8,0.646,5008.7
39,-1.8,92.893,-46.2,1.266,5099.1
33,-0.1,93.2,-42.0,4.153,5195.8
50,-3.4,92.649,-30.1,0.714,5017.5
33,-1.8,92.893,-46.2,1.334,5099.1
45,1.1,93.994,-36.4,4.857,5191.0
48,-1.8,93.075,-47.1,1.365,5099.1
54,-1.8,92.893,-46.2,1.344,5099.1
37,1.1,93.994,-36.4,4.857,5191.0
32,-2.9,92.201,-31.4,0.854,5076.2
43,-1.8,93.075,-47.1,1.405,5099.1
49,1.4,94.465,-41.8,4.865,5228.1
38,1.4,93.444,-36.1,4.965,5228.1
27,-2.9,92.963,-40.8,1.262,5076.2
29,-1.8,92.893,-46.2,1.266,5099.1
37,-0.1,93.2,-42.0,4.021,5195.8
31,-0.1,93.2,-42.0,4.076,5195.8
27,1.1,93.994,-36.4,4.858,5191.0
48,1.1,93.994,-36.4,4.856,5191.0
52,1.1,93.994,-36.4,4.86,5191.0
57,-0.1,93.2,-42.0,4.153,5195.8
33,-1.8,92.893,-46.2,1.327,5099.1
29,-0.1,93.2,-42.0,4.021,5195.8
47,1.1,93.994,-36.4,4.864,5191.0
39,-0.1,93.2,-42.0,4.153,5195.8
35,1.4,93.918,-42.7,4.96,5228.1
42,1.4,93.444,-36.1,4.965,5228.1
31,1.4,93.444,-36.1,4.965,5228.1
49,-0.1,93.2,-42.0,4.076,5195.8
24,-1.8,93.075,-47.1,1.423,5099.1
32,1.4,93.444,-36.1,4.966,5228.1
30,-0.1,93.2,-42.0,4.12,5195.8
36,1.4,93.918,-42.7,4.963,5228.1
43,-0.1,93.2,-42.0,4.076,5195.8
27,-1.8,92.893,-46.2,1.327,5099.1
28,-1.8,92.893,-46.2,1.327,5099.1
51,-0.1,93.2,-42.0,4.021,5195.8
60,-1.7,94.027,-38.3,0.896,4991.6
45,1.1,93.994,-36.4,4.857,5191.0
39,1.1,93.994,-36.4,4.859,5191.0
54,1.4,93.918,-42.7,4.963,5228.1
32,1.1,93.994,-36.4,4.859,5191.0
46,1.4,93.444,-36.1,4.968,5228.1
50,-0.1,93.2,-42.0,4.191,5195.8
48,1.4,93.444,-36.1,4.968,5228.1
34,1.1,93.994,-36.4,4.857,5191.0
41,1.4,94.465,-41.8,4.958,5228.1
45,1.1,93.994,-36.4,4.857,5191.0
57,-1.8,92.893,-46.2,1.281,5099.1
36,1.4,94.465,-41.8,4.959,5228.1
23,-1.8,92.893,-46.2,1.25,5099.1
41,1.1,93.994,-36.4,4.86,5191.0
38,1.1,93.994,-36.4,4.857,5191.0
41,1.4,93.918,-42.7,4.962,5228.1
29,1.4,93.444,-36.1,4.965,5228.1
58,1.1,93.994,-36.4,4.856,5191.0
34,1.4,94.465,-41.8,4.967,5228.1
29,1.4,94.465,-41.8,4.955,5228.1
47,1.4,93.444,-36.1,4.963,5228.1
33,1.4,94.465,-41.8,4.961,5228.1
34,1.4,94.465,-41.8,4.961,5228.1
37,1.4,93.918,-42.7,4.957,5228.1
42,1.1,93.994,-36.4,4.859,5191.0
51,1.4,94.465,-41.8,4.955,5228.1
46,-1.8,92.893,-46.2,1.344,5099.1
31,-3.4,92.431,-26.9,0.754,5017.5
31,-1.8,92.893,-46.2,1.266,5099.1
30,-2.9,92.201,-31.4,0.881,5076.2
28,1.1,93.994,-36.4,4.858,5191.0
25,1.1,93.994,-36.4,4.855,5191.0
33,1.4,93.444,-36.1,4.965,5228.1
63,-1.7,94.027,-38.3,0.904,4991.6
33,1.4,93.918,-42.7,4.961,5228.1
26,1.4,93.918,-42.7,4.963,5228.1
34,1.4,93.918,-42.7,4.962,5228.1
36,-1.7,94.027,-38.3,0.898,4991.6
31,-0.1,93.2,-42.0,4.153,5195.8
38,1.1,93.994,-36.4,4.855,5191.0
32,-1.8,93.075,-47.1,1.405,5099.1
35,1.1,93.994,-36.4,4.858,5191.0
35,-1.8,93.075,-47.1,1.365,5099.1
32,1.1,93.994,-36.4,4.857,5191.0
58,-0.1,93.2,-42.0,4.12,5195.8
50,1.4,93.918,-42.7,4.962,5228.1
26,1.4,93.918,-42.7,4.962,5228.1
27,-1.8,92.893,-46.2,1.266,5099.1
37,-3.4,92.431,-26.9,0.733,5017.5
57,1.1,93.994,-36.4,4.857,5191.0
34,1.4,93.918,-42.7,4.963,5228.1
32,1.4,94.465,-41.8,4.864,5228.1
44,-0.1,93.2,-42.0,4.12,5195.8
47,1.4,93.918,-42.7,4.961,5228.1
33,-1.8,92.893,-46.2,1.344,5099.1
36,-1.8,92.893,-46.2,1.266,5099.1
42,1.1,93.994,-36.4,4.857,5191.0
47,1.4,93.444,-36.1,4.965,5228.1
41,-1.8,93.075,-47.1,1.435,5099.1
49,-3.4,92.379,-29.8,0.768,5017.5
64,-1.8,93.075,-47.1,1.405,5099.1
45,-0.1,93.2,-42.0,4.191,5195.8
37,1.4,93.918,-42.7,4.962,5228.1
31,-0.1,93.2,-42.0,4.076,5195.8
40,1.4,94.465,-41.8,4.959,5228.1
33,1.1,93.994,-36.4,4.856,5191.0
39,1.1,93.994,-36.4,4.86,5191.0
39,1.1,93.994,-36.4,4.857,5191.0
33,-1.8,92.893,-46.2,1.313,5099.1
31,1.4,93.918,-42.7,4.959,5228.1
44,1.4,94.465,-41.8,4.947,5228.1
35,1.4,93.918,-42.7,4.961,5228.1
36,-3.4,92.649,-30.1,0.715,5017.5
46,-1.8,92.893,-46.2,1.327,5099.1
59,1.1,93.994,-36.4,4.86,5191.0
44,1.1,93.994,-36.4,4.864,5191.0
33,1.4,94.465,-41.8,4.967,5228.1
46,1.1,93.994,-36.4,4.857,5191.0
46,1.1,93.994,-36.4,4.857,5191.0
57,-1.8,93.075,-47.1,1.423,5099.1
24,1.1,93.994,-36.4,4.857,5191.0
33,-0.1,93.2,-42.0,4.12,5195.8
45,1.4,93.918,-42.7,4.962,5228.1
38,-3.4,92.649,-30.1,0.719,5017.5
29,-1.8,92.893,-46.2,1.313,5099.1
46,1.4,94.465,-41.8,4.864,5228.1
57,1.1,93.994,-36.4,4.857,5191.0
33,-1.8,93.369,-34.8,0.655,5008.7
60,1.1,93.994,-36.4,4.855,5191.0
26,1.4,93.918,-42.7,4.962,5228.1
29,-1.8,92.893,-46.2,1.281,5099.1
60,1.4,93.444,-36.1,4.963,5228.1
42,1.4,93.444,-36.1,4.964,5228.1
82,-1.8,93.749,-34.6,0.643,5008.7
27,-1.8,92.893,-46.2,1.291,5099.1
39,-1.8,92.893,-46.2,1.291,5099.1
32,1.1,93.994,-36.4,4.856,5191.0
44,-1.8,93.075,-47.1,1.405,5099.1
41,-1.8,93.075,-47.1,1.405,5099.1
28,1.4,93.918,-42.7,4.962,5228.1
40,1.1,93.994,-36.4,4.856,5191.0
34,1.4,93.444,-36.1,4.968,5228.1
34,-1.8,92.893,-46.2,1.327,5099.1
31,-1.8,92.893,-46.2,1.334,5099.1
32,-0.1,93.2,-42.0,4.12,5195.8
26,-1.8,92.893,-46.2,1.25,5099.1
39,1.1,93.994,-36.4,4.864,5191.0
36,1.4,94.465,-41.8,4.961,5228.1
39,-1.8,93.075,-47.1,1.405,5099.1
40,1.4,93.918,-42.7,4.963,5228.1
50,-0.1,93.2,-42.0,4.12,5195.8
30,1.4,93.444,-36.1,4.964,5228.1
25,1.4,94.465,-41.8,4.961,5228.1
39,-1.8,93.075,-47.1,1.41,5099.1
50,1.4,93.444,-36.1,4.966,5228.1
58,-1.8,93.075,-47.1,1.405,5099.1
36,1.1,93.994,-36.4,4.86,5191.0
46,1.4,93.918,-42.7,4.968,5228.1
43,1.1,93.994,-36.4,4.858,5191.0
34,-1.8,92.893,-46.2,1.25,5099.1
35,-1.1,94.199,-37.5,0.878,4963.6
33,-1.8,93.876,-40.0,0.684,5008.7
33,1.1,93.994,-36.4,4.858,5191.0
40,1.1,93.994,-36.4,4.857,5191.0
41,1.4,94.465,-41.8,4.959,5228.1
33,-0.1,93.2,-42.0,4.021,5195.8
67,-3.4,92.649,-30.1,0.714,5017.5
52,1.4,93.444,-36.1,4.966,5228.1
36,-1.8,92.893,-46.2,1.291,5099.1
33,1.4,93.444,-36.1,4.963,5228.1
31,-1.8,93.075,-47.1,1.405,5099.1
29,-1.8,92.893,-46.2,1.244,5099.1
37,1.4,94.465,-41.8,4.959,5228.1
27,-1.8,92.893,-46.2,1.281,5099.1
39,1.4,93.918,-42.7,4.968,5228.1
46,-1.8,93.749,-34.6,0.645,5008.7
43,1.4,93.444,-36.1,4.962,5228.1
33,-0.1,93.2,-42.0,4.153,5195.8
75,-1.8,93.075,-47.1,1.405,5099.1
52,1.4,94.465,-41.8,4.96,5228.1
51,-3.4,92.379,-29.8,0.819,5017.5
33,1.1,93.994,-36.4,4.855,5191.0
42,-0.1,93.2,-42.0,4.191,5195.8
30,1.4,94.465,-41.8,4.864,5228.1
32,1.4,94.465,-41.8,4.864,5228.1
31,1.4,93.918,-42.7,4.962,5228.1
56,-2.9,92.963,-40.8,1.26,5076.2
60,-1.8,92.893,-46.2,1.354,5099.1
36,-2.9,92.963,-40.8,1.206,5076.2
46,1.4,93.444,-36.1,4.963,5228.1
36,1.4,93.918,-42.7,4.962,5228.1
29,1.4,94.465,-41.8,4.962,5228.1
54,1.1,93.994,-36.4,4.857,5191.0
32,1.1,93.994,-36.4,4.857,5191.0
38,-1.8,92.893,-46.2,1.281,5099.1
48,1.1,93.994,-36.4,4.857,5191.0
33,-0.1,93.2,-42.0,4.12,5195.8
34,1.1,93.994,-36.4,4.864,5191.0
26,-1.8,92.893,-46.2,1.25,5099.1
33,-1.8,92.893,-46.2,1.281,5099.1
28,1.1,93.994,-36.4,4.858,5191.0
59,1.4,93.444,-36.1,4.965,5228.1
47,1.4,93.444,-36.1,4.965,5228.1
33,-2.9,92.963,-40.8,1.262,5076.2
33,-1.8,92.893,-46.2,1.266,5099.1
30,-1.8,93.075,-47.1,1.365,5099.1
39,1.1,93.994,-36.4,4.857,5191.0
30,1.4,93.444,-36.1,4.964,5228.1
29,-1.7,94.055,-39.8,0.702,4991.6
36,1.4,93.918,-42.7,4.961,5228.1
73,-1.8,93.369,-34.8,0.646,5008.7
48,1.1,93.994,-36.4,4.859,5191.0
32,1.1,93.994,-36.4,4.86,5191.0
46,1.4,93.918,-42.7,4.963,5228.1
36,-1.8,92.893,-46.2,1.299,5099.1
46,1.4,93.918,-42.7,4.962,5228.1
27,-1.8,92.893,-46.2,1.299,5099.1
41,1.4,93.444,-36.1,4.97,5228.1
35,-1.8,92.893,-46.2,1.299,5099.1
45,1.1,93.994,-36.4,4.857,5191.0
35,1.4,93.918,-42.7,4.957,5228.1
76,-2.9,92.201,-31.4,0.881,5076.2
44,1.1,93.994,-36.4,4.859,5191.0
35,-1.7,94.215,-40.3,0.835,4991.6
27,1.4,93.918,-42.7,4.961,5228.1
23,1.4,94.465,-41.8,4.864,5228.1
38,1.4,93.444,-36.1,4.965,5228.1
39,1.4,94.465,-41.8,4.958,5228.1
37,-2.9,92.963,-40.8,1.268,5076.2
28,-1.8,93.075,-47.1,1.4,5099.1
26,-1.8,92.893,-46.2,1.27,5099.1
26,-1.7,94.027,-38.3,0.904,4991.6
33,1.4,94.465,-41.8,4.961,5228.1
36,-1.8,92.893,-46.2,1.327,5099.1
40,1.4,93.444,-36.1,4.964,5228.1
48,1.4,93.444,-36.1,4.964,5228.1
35,1.1,93.994,-36.4,4.855,5191.0
31,1.1,93.994,-36.4,4.856,5191.0
29,1.4,93.444,-36.1,4.965,5228.1
26,-1.8,93.075,-47.1,1.405,5099.1
44,-2.9,92.201,-31.4,0.873,5076.2
42,1.1,93.994,-36.4,4.856,5191.0
34,1.4,93.444,-36.1,4.968,5228.1
40,1.1,93.994,-36.4,4.864,5191.0
42,-1.8,92.893,-46.2,1.334,5099.1
34,1.1,93.994,-36.4,4.857,5191.0
31,1.4,93.918,-42.7,4.968,5228.1
58,-3.4,92.431,-26.9,0.742,5017.5
40,1.4,93.444,-36.1,4.965,5228.1
44,1.4,93.918,-42.7,4.962,5228.1
34,-0.1,93.2,-42.0,4.12,5195.8
46,1.4,93.918,-42.7,4.962,5228.1
32,1.4,93.918,-42.7,4.962,5228.1
31,-1.8,92.893,-46.2,1.313,5099.1
29,1.4,93.444,-36.1,4.965,5228.1
46,-0.1,93.2,-42.0,4.153,5195.8
45,-0.1,93.2,-42.0,4.12,5195.8
29,-1.8,93.075,-47.1,1.445,5099.1
33,1.4,93.918,-42.7,4.961,5228.1
42,1.1,93.994,-36.4,4.857,5191.0
29,1.4,93.918,-42.7,4.968,5228.1
37,-2.9,92.963,-40.8,1.268,5076.2
30,1.1,93.994,-36.4,4.855,5191.0
44,1.1,93.994,-36.4,4.859,5191.0
24,-3.4,92.379,-29.8,0.77,5017.5
37,1.1,93.994,-36.4,4.864,5191.0
44,1.4,93.444,-36.1,4.964,5228.1
42,-1.8,92.893,-46.2,1.327,5099.1
50,1.1,93.994,-36.4,4.857,5191.0
35,1.1,93.994,-36.4,4.856,5191.0
40,1.4,93.918,-42.7,4.963,5228.1
38,-1.8,92.893,-46.2,1.281,5099.1
31,1.4,93.444,-36.1,4.963,5228.1
45,-1.8,92.893,-46.2,1.354,5099.1
39,1.4,94.465,-41.8,4.961,5228.1
26,1.1,93.994,-36.4,4.859,5191.0
39,1.4,94.465,-41.8,4.959,5228.1
34,1.4,93.444,-36.1,4.964,5228.1
25,1.4,93.918,-42.7,4.96,5228.1
34,1.4,93.444,-36.1,4.966,5228.1
45,-1.7,94.055,-39.8,0.739,4991.6
43,1.4,93.918,-42.7,4.962,5228.1
35,1.1,93.994,-36.4,4.857,5191.0
64,-1.1,94.601,-49.5,0.959,4963.6
37,1.1,93.994,-36.4,4.864,5191.0
45,-1.8,92.893,-46.2,1.344,5099.1
30,-1.8,92.893,-46.2,1.27,5099.1
40,1.1,93.994,-36.4,4.856,5191.0
55,-1.8,93.075,-47.1,1.405,5099.1
45,1.4,93.444,-36.1,4.963,5228.1
31,-1.8,93.075,-47.1,1.423,5099.1
31,1.4,93.444,-36.1,4.963,5228.1
24,1.4,93.918,-42.7,4.963,5228.1
53,1.1,93.994,-36.4,4.86,5191.0
34,-2.9,92.201,-31.4,0.883,5076.2
55,1.4,94.465,-41.8,4.967,5228.1
42,1.4,94.465,-41.8,4.967,5228.1
41,1.4,94.465,-41.8,4.959,5228.1
44,-1.8,93.075,-47.1,1.41,5099.1
30,-3.4,92.431,-26.9,0.724,5017.5
37,-1.8,93.075,-47.1,1.41,5099.1
39,1.4,94.465,-41.8,4.864,5228.1
27,-1.8,92.893,-46.2,1.281,5099.1
40,1.4,93.918,-42.7,4.963,5228.1
34,-0.1,93.2,-42.0,4.153,5195.8
27,1.4,93.918,-42.7,4.962,5228.1
38,1.4,94.465,-41.8,4.96,5228.1
25,-3.4,92.649,-30.1,0.715,5017.5
35,-1.8,92.893,-46.2,1.291,5099.1
30,-1.1,94.199,-37.5,0.88,4963.6
38,-0.1,93.2,-42.0,4.076,5195.8
44,-0.1,93.2,-42.0,4.153,5195.8
32,1.4,93.918,-42.7,4.963,5228.1
30,1.4,94.465,-41.8,4.967,5228.1
58,-1.8,93.369,-34.8,0.635,5008.7
45,1.4,94.465,-41.8,4.864,5228.1
26,-2.9,92.469,-33.6,0.908,5076.2
43,1.1,93.994,-36.4,4.857,5191.0
26,1.4,93.918,-42.7,4.957,5228.1
39,-0.1,93.2,-42.0,4.12,5195.8
51,-3.0,92.713,-33.0,0.709,5023.5
36,1.1,93.994,-36.4,4.858,5191.0
31,-0.2,92.756,-45.9,3.816,5176.3
39,1.4,94.465,-41.8,4.961,5228.1
35,-0.1,93.2,-42.0,4.12,5195.8
52,1.1,93.994,-36.4,4.858,5191.0
51,1.4,93.918,-42.7,4.962,5228.1
51,1.1,93.994,-36.4,4.864,5191.0
64,-2.9,92.201,-31.4,0.849,5076.2
39,1.1,93.994,-36.4,4.856,5191.0
54,-1.8,93.075,-47.1,1.405,5099.1
53,1.4,93.918,-42.7,4.962,5228.1
56,1.4,93.918,-42.7,4.962,5228.1
36,1.1,93.994,-36.4,4.857,5191.0
46,1.1,93.994,-36.4,4.86,5191.0
31,1.4,94.465,-41.8,4.866,5228.1
49,1.4,93.918,-42.7,4.962,5228.1
30,1.4,93.444,-36.1,4.968,5228.1
58,1.4,93.444,-36.1,4.967,5228.1
47,-1.8,92.893,-46.2,1.266,5099.1
64,-2.9,92.201,-31.4,0.884,5076.2
45,1.4,94.465,-41.8,4.959,5228.1
42,1.4,94.465,-41.8,4.967,5228.1
31,-1.8,93.075,-47.1,1.405,5099.1
88,-1.8,92.893,-46.2,1.354,5099.1
28,1.1,93.994,-36.4,4.856,5191.0
38,1.4,94.465,-41.8,4.967,5228.1
32,-0.1,93.2,-42.0,4.12,5195.8
39,-1.8,92.893,-46.2,1.299,5099.1
48,-1.8,92.893,-46.2,1.334,5099.1
38,1.4,93.918,-42.7,4.968,5228.1
80,-2.9,92.201,-31.4,0.883,5076.2
41,-1.8,92.893,-46.2,1.266,5099.1
50,1.1,93.994,-36.4,4.856,5191.0
27,-1.8,93.369,-34.8,0.639,5008.7
32,-0.1,93.2,-42.0,4.12,5195.8
33,1.4,93.918,-42.7,4.963,5228.1
